phrase,first_lesson,occurrences,word_count,parent_count,child_count,parents,children
Est-ce que vous voudriez dîner avec moi?,18,1,7,9,1,vous|est-ce que|moi|vous voudriez|voudriez,est-ce que vous voudriez dîner avec moi aujourd'hui
Je voudrais bien,18,1,3,4,2,je|bien|je voudrais|voudrais,"bien merci, mais je voudrais manger quelque chose et vous|oui, je voudrais bien"
Mais je ne peux pas,18,1,5,7,0,ne|je|pas|je ne|mais,
Je vais dîner avec mon mari,18,1,6,8,0,mon|je|avec|je vais|dîner,
"Je vais dîner avec mon mari, ce soir",18,1,8,9,0,mon|je|ce|avec|je vais,
"Alors, voudriez-vous boire quelque chose?",18,1,5,6,0,quelque chose|chose|quelque|boire|boire quelque chose,
"D'accord, je veux bien",18,1,4,6,0,je|bien|je veux|veux|veux bien,
De l'eau,18,1,2,0,8,,"je voudrais boire de l'eau|mon mari voudrait de l'eau|ma femme voudrait boire de l'eau|de l'orangina, ou de l'eau|votre femme peut boire de l'eau"
Vous pouvez boire du vin,18,1,5,6,0,vous|boire|du vin|vin|du,
"Non, c'est trop cher",18,1,4,4,0,c'est|c'est trop|c'est trop cher|cher,
"Alors, de la bière?",18,1,4,2,1,de la bière|bière,"alors, donnez-moi de la bière"
"Donnez-moi une Orangina, s'il vous plaît",18,1,6,8,0,vous|s'il vous plaît|plaît|vous plaît|s'il,
Mais non! Pas d'Orangina,18,1,4,2,0,pas|mais,
"Si, si, je vais boire de l'Orangina",18,1,7,3,0,je|boire|je vais,
"Une Orangina, s'il vous plaît",18,1,5,6,1,vous|s'il vous plaît|plaît|vous plaît|s'il,"donnez-moi une orangina, s'il vous plaît"
Vite,18,1,1,0,15,,"vous parlez trop vite|je ne parle pas vite|si, vous parlez très vite|en anglais, je ne parle pas vite|vous parlez trop vite pour moi"
"Voilà votre Orangina, madame",18,1,4,2,0,madame|voilà,
Et voilà mon mari,18,1,4,6,0,mon|et|voilà|mari|mon mari,
Et votre femme?,18,2,3,2,0,et|votre femme,
Beaucoup trop vite.,19,1,3,1,0,vite,
Cinquante francs.,19,1,2,1,0,cinquante,
Soixante francs.,19,1,2,1,0,soixante,
Quarante-cinq francs.,19,1,2,0,1,,voilà quarante-cinq francs
Cinquante-six francs.,19,1,2,0,0,,
"Soixante-huit, c'est trop cher.",19,1,4,4,0,c'est|c'est trop|c'est trop cher|cher,
Je vais vous donner...,19,1,4,3,1,vous|je|je vais,je vais vous donner cinquante-trois francs
Je vais vous donner cinquante-trois francs.,19,1,6,5,0,vous|je|je vais|cinquante-trois francs|je vais vous donner,
Où est votre mari?,19,2,4,4,0,est|où est|où|mari,
Mon mari est là-bas.,19,1,4,5,0,mon|est|là-bas|mari|mon mari,
Mon mari? Il est là-bas.,19,1,5,5,0,mon|est|là-bas|il est là-bas|il est,
Elle est là-bas.,19,1,3,2,1,est|là-bas,"ma femme, elle est là-bas"
"Ma femme, elle est là-bas.",19,1,5,3,0,est|là-bas|elle est là-bas,
Est-ce qu'elle est là-bas?,19,1,4,2,0,est|là-bas,
"Elle n'est pas là-bas, elle est ici.",19,1,7,4,0,pas|est|ici|pas ici,
Qu'est-ce que votre mari voudrait boire?,19,1,6,3,0,boire|qu'est-ce que|mari,
Qu'est-ce qu'il voudrait boire?,19,1,4,1,0,boire,
Il voudrait boire de l'Orangina.,19,1,5,1,0,boire,
Ou de l'eau.,19,2,3,2,1,ou|de l'eau,"de l'orangina, ou de l'eau"
Entrez.,19,3,1,0,0,,
Enchanté.,19,4,1,0,0,,
"Entrez, s'il vous plaît.",19,1,4,5,0,vous|s'il vous plaît|plaît|vous plaît|s'il,
Qu'est-ce qu'elle voudrait boire?,19,1,4,1,0,boire,
Je suis Madame Jones.,19,1,4,4,0,je|madame|je suis|suis,
Où habitez-vous?,19,2,2,1,1,où,"et vous, monsieur? où habitez-vous"
Habiter.,19,1,1,0,0,,
Vous habitez.,19,1,2,1,1,vous,est-ce que vous habitez ici
J'habite.,19,1,1,0,0,,
Est-ce que vous habitez ici?,19,1,5,4,0,vous|est-ce que|ici|vous habitez,
"Oui, avec ma femme.",19,1,4,2,0,avec|ma femme,
Nous habitons ici.,19,2,3,2,0,ici|nous habitons,
Nous habitons.,19,2,2,0,3,,nous habitons ici|nous habitons à washington|nous habitons en amérique
Voulez-vous?,19,1,1,0,6,,voulez-vous un franc|combien de francs voulez-vous|combien de dollars voulez-vous|combien de litres d'essence voulez-vous|combien de litres voulez-vous
Nous voulons.,19,3,2,0,4,,nous voulons beaucoup d'enfants|nous voulons de l'essence|nous voulons rester|nous ne voulons rien acheter
Et nous voudrions boire quelque chose.,19,1,6,8,0,et|quelque chose|chose|quelque|boire,
Mon mari et moi.,19,1,4,6,0,mon|moi|et|mari|mon mari,
Nous voudrions boire de l'Orangina.,19,1,5,2,0,boire|nous voudrions,
Est-ce que vous voudriez aussi de l'Orangina?,19,1,7,5,0,vous|est-ce que|vous voudriez|voudriez|aussi,
Ma femme et moi.,19,2,4,3,0,moi|et|ma femme,
Nous n'habitons pas ici.,19,1,4,3,0,pas|ici|pas ici,
Nous voudrions boire de l'eau.,19,1,5,3,0,boire|de l'eau|nous voudrions,
Il voudrait boire de l'eau.,19,1,5,2,0,boire|de l'eau,
Mais nous voudrions du vin.,19,1,5,5,0,mais|du vin|vin|du|nous voudrions,
Il n'est pas ici.,19,1,4,3,0,pas|ici|pas ici,
Nous habitons à Washington.,19,1,4,1,0,nous habitons,
"Et vous, Monsieur? Où habitez-vous?",19,1,5,3,0,et|où|où habitez-vous,
Avec votre femme?,19,1,3,2,0,avec|votre femme,
C'est mon mari.,19,1,3,4,0,mon|c'est|mari|mon mari,
"Jacques, voilà Monsieur Durand.",19,1,4,2,0,monsieur|voilà,
"Monsieur Durand, mon mari, Jacques.",19,1,5,3,0,mon|monsieur|jacques,
"Maintenant, nous pouvons boire quelque chose et parler.",19,1,8,8,0,et|quelque chose|chose|quelque|boire,
Voudriez-vous boire quelque chose?,20,1,4,5,1,quelque chose|chose|quelque|boire|boire quelque chose,"alors, voudriez-vous boire quelque chose"
Qu'est-ce que vous avez?,20,2,4,3,3,vous|qu'est-ce que|vous avez,qu'est-ce que vous avez acheté hier|qu'est-ce que vous avez acheté|qu'est-ce que vous avez mangé
J'ai de l'Orangina.,20,1,3,1,0,j'ai,
Je ne sais pas où il est.,20,1,7,10,0,ne|je|pas|je ne|est,
"Où est votre femme, Monsieur?",20,1,5,4,0,monsieur|est|où est|où,
Elle est avec votre mari.,20,1,5,3,0,est|avec|mari,
Et où est-il?,20,1,3,3,0,et|où|est-il,
Il est en Amérique.,20,1,4,2,0,est|il est,
Nous habitons en Amérique.,20,2,4,1,0,nous habitons,
Est-ce que vous avez des enfants?,20,1,6,3,0,vous|est-ce que|vous avez,
Nous avons des enfants.,20,1,4,0,0,,
Combien d'enfants avez-vous?,20,2,3,2,0,combien|combien d'enfants,
Nous avons trois enfants.,20,2,4,1,0,trois,
Deux garçons.,20,1,2,1,2,deux,nous avons deux garçons|avec mes deux garçons
Nous avons deux garçons.,20,3,4,2,0,deux|deux garçons,
Et une fille.,20,1,3,2,1,et|une,un garçon et une fille
Nous avons une fille.,20,2,4,1,2,une,"nous avons une grande fille|oui, nous avons une fille"
Pas de garçons.,20,1,3,1,0,pas,
Nous voudrions.,20,1,2,0,8,,et nous voudrions boire quelque chose|nous voudrions boire de l'orangina|nous voudrions boire de l'eau|mais nous voudrions du vin|nous voudrions un garçon
Nous voudrions un garçon.,20,1,4,2,0,nous voudrions|un garçon,
Mais nous avons.,20,1,3,1,1,mais,mais nous avons quatre filles
Mais nous avons quatre filles.,20,1,5,3,0,mais|quatre|mais nous avons,
Combien d'enfants?,20,1,2,1,2,combien,combien d'enfants avez-vous|vous avez combien d'enfants
Quatre enfants.,20,1,2,1,2,quatre,"j'ai quatre enfants|non, nous avons quatre enfants"
Pas en Amérique.,20,1,3,1,0,pas,
Nous avons cinq enfants.,20,1,4,1,0,cinq,
Trois garçons.,20,1,2,1,0,trois,
Et deux filles.,20,1,3,2,0,et|deux,
Et un garçon.,20,1,3,2,1,et|un garçon,un garçon et une fille
Le garçon est grand.,20,1,4,2,2,est|le grand garçon,est-ce que le garçon est grand|le garçon est très grand
La fille est grande.,20,1,4,3,3,est|la grande|la grande fille,est-ce que la fille est grande|la grande fille est ici|la grande fille est ici avec nous
Est-ce que le garçon est grand?,20,1,6,4,0,est-ce que|est|le garçon est grand|le grand garçon,
"Oui, il est grand.",20,1,4,2,0,est|il est,
Il n'est pas grand.,20,1,4,1,0,pas,
Est-ce que la fille est grande?,20,1,6,5,0,est-ce que|est|la fille est grande|la grande|la grande fille,
Elle n'est pas grande.,20,2,4,1,0,pas,
Le garçon est très grand.,20,1,5,4,0,très|est|le garçon est grand|le grand garçon,
J'ai quatre enfants.,20,1,3,3,0,quatre|j'ai|quatre enfants,
"Non, nous avons quatre enfants.",20,1,5,2,0,quatre|quatre enfants,
Ils sont grands.,20,1,3,0,1,,"oui, ils sont grands"
Ils sont ici.,20,1,3,1,0,ici,
Ils ne sont pas là-bas.,20,1,5,3,0,ne|pas|là-bas,
Est-ce qu'elle est grande?,20,1,4,1,1,est,est-ce qu'elle est grande ou petite
Les garçons sont très grands.,20,1,5,1,0,très,
Ma femme aussi est grande.,20,1,5,3,0,est|aussi|ma femme,
Un garçon.,21,1,2,0,5,,nous voudrions un garçon|et un garçon|un grand garçon|nous avons un grand garçon|un garçon et une fille
Un grand garçon.,21,2,3,1,1,un garçon,nous avons un grand garçon
Une grande fille.,21,1,3,1,1,une,nous avons une grande fille
Nous avons une grande fille.,21,1,5,3,0,une|nous avons une fille|une grande fille,
Nous pouvons.,21,1,2,0,4,,"maintenant, nous pouvons boire quelque chose et parler|nous pouvons attendre|nous pouvons partir|nous ne pouvons pas rester"
Nous pouvons attendre.,21,1,3,1,0,nous pouvons,
Est-ce que vous pouvez attendre?,21,1,5,5,0,vous|est-ce que|vous pouvez|est-ce que vous pouvez|vous pouvez attendre,
Pouvez-vous attendre?,21,1,2,0,0,,
Vous pouvez attendre.,21,1,3,2,1,vous|vous pouvez,est-ce que vous pouvez attendre
Nous voulons beaucoup d'enfants.,21,1,4,1,0,nous voulons,
Avec les enfants.,21,1,3,1,0,avec,
Les enfants sont en Amérique.,21,1,5,0,0,,
Ils sont en Amérique.,21,1,4,0,0,,
Où sont-ils?,21,1,2,1,1,où,"les enfants, où sont-ils"
Les filles sont ici.,21,1,4,1,0,ici,
La grande fille est ici.,21,1,5,5,1,est|ici|la fille est grande|la grande|la grande fille,la grande fille est ici avec nous
Les grands garçons sont ici.,21,1,5,1,0,ici,
Et la petite fille?,21,1,4,2,0,et|la petite fille,
Le petit garçon.,21,1,3,0,1,,le garçon est petit
Le garçon est petit.,21,1,4,2,0,est|le petit garçon,
Mon garçon est petit.,21,1,4,2,0,mon|est,
Notre garçon est petit.,21,1,4,2,0,est|notre garçon,
Notre garçon.,21,1,2,0,3,,"notre garçon est petit|notre garçon n'est pas grand|oui, madame, c'est notre petit garçon"
Notre garçon n'est pas grand.,21,1,5,2,0,pas|notre garçon,
Il est petit.,21,1,3,2,1,est|il est,il est vraiment petit
Vraiment?,21,5,1,0,7,,"oui, vraiment|il est vraiment petit|oui, elles sont vraiment là-bas|votre famille est vraiment grande|pas vraiment"
"Oui, vraiment.",21,1,2,1,1,vraiment,"oui, elles sont vraiment là-bas"
Il est vraiment petit.,21,1,4,4,0,est|il est|il est petit|vraiment,
Où est votre fille?,21,1,4,3,0,est|où est|où,
Notre grande fille ou notre petite fille?,21,1,7,2,0,ou|notre grande fille,
La grande.,21,1,2,0,5,,la fille est grande|est-ce que la fille est grande|la grande fille est ici|la grande fille|la grande fille est ici avec nous
Pas la petite.,21,1,3,1,0,pas,
Où sont les enfants?,21,1,4,1,0,où,
"Les enfants, où sont-ils?",21,1,4,2,0,où|où sont-ils,
Où sont les toilettes?,21,3,4,1,0,où,
"Les toilettes, où sont-elles?",21,1,4,1,0,où,
Elles sont là-bas.,21,2,3,1,1,là-bas,"oui, elles sont vraiment là-bas"
"Oui, elles sont vraiment là-bas.",21,1,5,4,0,"là-bas|vraiment|oui, vraiment|elles sont là-bas",
La petite fille.,21,1,3,0,1,,et la petite fille
Le grand garçon.,21,1,3,0,3,,le garçon est grand|est-ce que le garçon est grand|le garçon est très grand
La grande fille.,21,1,3,1,4,la grande,la fille est grande|est-ce que la fille est grande|la grande fille est ici|la grande fille est ici avec nous
Notre grande fille.,21,1,3,0,1,,notre grande fille ou notre petite fille
Votre grande fille.,21,1,3,0,0,,
Les petites filles.,21,1,3,0,0,,
La famille.,21,1,2,0,1,,dans la famille
Une famille.,21,1,2,1,0,une,
Notre famille.,21,1,2,0,2,,pour notre famille|dans notre famille
Où est votre famille?,21,1,4,3,0,est|où est|où,
"Votre famille, où est-elle?",21,1,4,1,0,où,
Ma famille?,21,1,2,0,6,,ma famille est en amérique|ma famille est en france|dans ma famille|il y a cinq personnes dans ma famille|je vais en france avec ma famille
Les petits sont en Amérique.,21,1,5,0,0,,
La grande fille est ici avec nous.,21,1,7,7,0,est|ici|avec|la fille est grande|la grande fille est ici,
Votre famille est grande.,21,1,4,1,1,est,votre famille est vraiment grande
Votre famille est vraiment grande.,21,1,5,3,0,est|vraiment|votre famille est grande,
"Oui, Madame, c'est notre petit garçon.",21,1,6,2,0,c'est|notre garçon,
"Oui, nous avons une fille.",21,1,5,2,0,une|nous avons une fille,
Elle est grande.,21,1,3,1,0,est,
"Non, elle ne comprend pas le français.",21,1,7,4,0,ne|pas|le français|français,
Nous allons là-bas.,21,1,3,1,0,là-bas,
Pas vraiment.,21,2,2,2,2,pas|vraiment,elle n'est pas vraiment petite|ce n'est vraiment pas beau
"Oui, nous avons beaucoup d'enfants.",21,1,5,0,0,,
Et beaucoup de toilettes.,21,1,4,1,0,et,
Nous avons un grand garçon.,22,1,5,2,0,un garçon|un grand garçon,
Une petite fille.,22,1,3,1,0,une,
Vous avez combien d'enfants?,22,1,4,4,0,vous|vous avez|combien|combien d'enfants,
J'ai trois enfants.,22,1,3,2,0,trois|j'ai,
"Oui, ils sont grands.",22,1,4,1,0,ils sont grands,
Les toilettes sont là-bas.,22,1,4,1,0,là-bas,
Ma famille est en Amérique.,22,1,5,2,0,est|ma famille,
Ma famille est en France.,22,1,5,2,0,est|ma famille,
Elle est avec moi.,22,1,4,4,0,moi|est|avec|avec moi,
Combien de personnes?,22,1,3,1,2,combien,il y a combien de personnes|il y a combien de personnes dans votre famille
Personne.,22,1,1,0,0,,
Il y a combien de personnes?,22,1,6,3,1,combien|combien de personnes|il y a,il y a combien de personnes dans votre famille
Il y a.,22,1,3,0,17,,"savez-vous où il y a un bon restaurant|monsieur, savez-vous où il y a un bon restaurant|il y a combien de personnes|il y a combien de personnes dans votre famille|il y a quatre personnes"
Dans votre famille.,22,1,3,1,1,dans,il y a combien de personnes dans votre famille
Dans.,22,2,1,0,14,,dans votre famille|il y a combien de personnes dans votre famille|dans ma famille|dans ma voiture|il y a cinq personnes dans ma famille
Il y a combien de personnes dans votre famille?,22,1,9,6,0,combien|combien de personnes|il y a combien de personnes|il y a|dans votre famille,
Il y a quatre personnes.,22,1,5,2,0,quatre|il y a,
Dans ma famille.,22,1,3,2,1,ma famille|dans,il y a cinq personnes dans ma famille
Dans ma voiture.,22,1,3,3,0,dans|voiture|ma voiture,
Voiture.,22,2,1,0,21,,dans ma voiture|la voiture|ma voiture|une voiture|j'ai une voiture
La voiture.,22,2,2,1,4,voiture,"il y a beaucoup d'essence dans la voiture|dans la voiture|est-ce qu'il y a de l'essence dans la voiture|oui, si la voiture est petite"
Ma voiture.,22,1,2,1,4,voiture,dans ma voiture|ma voiture est assez grande|je vais prendre ma voiture|je crois que je vais prendre ma voiture
Une voiture.,22,2,2,2,6,une|voiture,j'ai une voiture|est-ce que vous avez une voiture|avez-vous une voiture|nous avons une voiture|nous avons une voiture française
J'ai une voiture.,22,2,3,4,0,une|j'ai|voiture|une voiture,
Est-ce que vous avez une voiture?,22,1,6,6,0,vous|est-ce que|une|vous avez|voiture,
Avez-vous une voiture?,22,1,3,3,0,une|voiture|une voiture,
Est-ce que votre voiture est ici?,22,1,6,4,0,est-ce que|est|ici|voiture,
Est-ce que votre famille est en France?,22,1,7,2,0,est-ce que|est,
Il y a cinq personnes dans ma famille.,22,1,8,6,0,cinq|ma famille|il y a|dans|dans ma famille,
Nous avons une voiture.,22,1,4,3,2,une|voiture|une voiture,"nous avons une voiture française|oui, nous avons une voiture"
Nous avons une voiture française.,22,1,5,5,0,française|une|voiture|une voiture|nous avons une voiture,
Est-ce qu'elle est grande ou petite?,22,1,6,3,0,ou|est|est-ce qu'elle est grande,
Elle n'est pas vraiment petite.,22,1,5,3,0,pas|vraiment|pas vraiment,
Assez.,22,1,1,0,8,,"je l'ai vu assez souvent|oui, j'ai assez de francs|j'en ai assez|est-ce que vous avez assez d'argent|assez grande"
Assez grande.,22,1,2,1,1,assez,ma voiture est assez grande
Ma voiture est assez grande.,22,1,5,5,0,est|voiture|ma voiture|assez|assez grande,
Pour notre famille.,22,1,3,1,0,notre famille,
Si vous voulez.,22,2,3,4,0,vous|si|vous voulez|voulez,
"Est-ce que vous parlez français, Monsieur?",22,1,6,5,0,vous|est-ce que|monsieur|vous parlez|parlez,
Je parle un peu le français.,22,1,6,10,0,je|le français|français|un peu|peu,
Je peux comprendre.,22,1,3,2,0,je|je peux,
Trois personnes.,22,1,2,1,0,trois,
Il y a cinq personnes.,22,1,5,2,1,cinq|il y a,il y a cinq personnes dans ma famille
Dans notre famille.,22,1,3,2,0,notre famille|dans,
"Oui, nous avons une voiture.",22,1,5,4,0,une|voiture|une voiture|nous avons une voiture,
Nous voulons de l'essence.,22,1,4,2,0,nous voulons|de l'essence,
Essence.,22,2,1,0,0,,
De l'essence.,22,2,2,0,4,,nous voulons de l'essence|donnez-moi de l'essence|est-ce qu'il y a de l'essence dans la voiture|mettez de l'essence
Donnez-moi de l'essence.,22,1,3,2,0,de l'essence|donnez-moi,
Kilomètre.,22,1,1,0,0,,
Combien de kilomètres?,22,3,3,2,1,combien|kilomètres,il y a combien de kilomètres
Cinquante kilomètres.,22,1,2,2,1,cinquante|kilomètres,ça suffit pour cinquante kilomètres
Donnez-moi vingt-cinq litres.,22,1,3,1,1,donnez-moi,donnez-moi vingt-cinq litres d'essence
Donnez-moi vingt-cinq litres d'essence.,22,1,4,2,0,donnez-moi vingt-cinq litres|donnez-moi,
Il y a beaucoup d'essence.,22,3,5,1,1,il y a,il y a beaucoup d'essence dans la voiture
Dans notre voiture.,22,1,3,2,0,dans|voiture,
Ça suffit pour cinquante kilomètres.,22,1,5,5,0,ça suffit|cinquante|cinquante kilomètres|kilomètres|ça,
Je voudrais aller à Paris.,22,1,5,4,0,je|je voudrais|voudrais|à paris,
Nous voudrions aller à Paris.,22,1,5,2,0,nous voudrions|à paris,
Il y a combien de kilomètres?,22,4,6,4,0,combien|il y a|combien de kilomètres|kilomètres,
"Il y a combien de kilomètres, s'il vous plaît?",22,1,9,7,0,vous|s'il vous plaît|plaît|vous plaît|s'il,
Il y a soixante kilomètres.,22,1,5,3,0,soixante|il y a|kilomètres,
Il y a beaucoup d'essence dans la voiture.,22,1,8,6,0,il y a|dans|voiture|la voiture|il y a beaucoup d'essence,
Dans la voiture.,22,2,3,3,2,dans|voiture|la voiture,il y a beaucoup d'essence dans la voiture|est-ce qu'il y a de l'essence dans la voiture
Et nous allons à Paris.,22,1,5,2,0,et|à paris,
Dans la famille.,23,2,3,2,0,la famille|dans,
Deux grandes personnes.,23,1,3,1,0,deux,
Et deux petites personnes.,23,1,4,2,0,et|deux,
Deux enfants.,23,1,2,1,0,deux,
Un garçon et une fille.,23,2,5,5,0,et|une|et une fille|et un garçon|un garçon,
"Où sont les toilettes, s'il vous plaît?",23,2,7,6,0,vous|s'il vous plaît|plaît|vous plaît|s'il,
"Vingt litres, s'il vous plaît.",23,1,5,5,0,vous|s'il vous plaît|plaît|vous plaît|s'il,
Est-ce que votre voiture est américaine?,23,1,6,4,0,est-ce que|américaine|est|voiture,
Est-ce qu'il y a de l'essence dans la voiture?,23,2,9,5,0,dans|voiture|la voiture|de l'essence|dans la voiture,
Mettez.,23,2,1,0,7,,vous mettez|mettez dix litres|mettez quinze litres|mettez beaucoup d'essence|mettez trente litres
Vous mettez.,23,1,2,2,0,vous|mettez,
"On dit, ""Vous mettez.""",23,1,4,0,0,,
Nous mettons.,23,1,2,0,0,,
"On dit, ""Nous mettons.""",23,1,4,0,0,,
Mettez dix litres.,23,1,3,1,0,mettez,
Attendez.,23,11,1,0,1,,vous attendez
Vous attendez.,23,1,2,2,0,vous|attendez,
Nous attendons.,23,2,2,0,0,,
Mettez quinze litres.,23,1,3,2,0,mettez|quinze,
Quinze.,23,1,1,0,10,,"j'ai quinze dollars|mais j'ai quinze dollars|en francs, c'est quinze francs|mais pas quinze|pas quinze"
"Où allez-vous, Mademoiselle?",23,1,3,2,0,mademoiselle|où,
Où allez-vous?,23,1,2,1,0,où,
Je vais à Paris.,23,1,4,3,2,je|je vais|à paris,je vais à paris demain|je vais passer quelques jours à paris
Je vais à Paris demain.,23,1,5,6,0,je|je vais|demain|à demain|je vais à paris,
C'est loin.,23,5,2,2,3,c'est|loin,"paris, c'est loin|est-ce que c'est loin|parce que c'est très loin"
Loin.,23,4,1,0,12,,"est-ce que paris est loin|c'est loin|paris est loin|paris, c'est loin|ce n'est pas loin"
Paris est loin.,23,1,3,2,1,est|loin,est-ce que paris est loin
"Attendez, je ne sais pas.",23,1,5,6,0,ne|je|pas|je ne|je ne sais pas,
Soixante-dix kilomètres.,23,1,2,2,1,soixante-dix|kilomètres,il y a soixante-dix kilomètres
Soixante-dix.,23,5,1,0,3,,soixante-dix kilomètres|il y a soixante-dix kilomètres|cent soixante-dix
Soixante-douze.,23,2,1,0,0,,
Soixante-treize.,23,1,1,0,0,,
Soixante-quinze.,23,3,1,0,4,,"soixante-cinq et soixante-quinze|il y a soixante-quinze kilomètres|assez pour soixante-quinze kilomètres|non, soixante-quinze"
Soixante-et-onze.,23,1,1,0,1,,"non, soixante-et-onze"
Soixante-quatorze kilomètres.,23,2,2,2,0,soixante-quatorze|kilomètres,
"Non, soixante-et-onze.",23,2,2,1,0,soixante-et-onze,
C'est trop vite.,23,2,3,3,0,c'est|c'est trop|vite,
Soixante-quatorze.,23,1,1,0,1,,soixante-quatorze kilomètres
Soixante-quatre.,23,2,1,0,0,,
Soixante-cinq et soixante-quinze.,23,2,3,2,0,et|soixante-quinze,
Mettez beaucoup d'essence.,23,2,3,1,0,mettez,
Il y a soixante-quinze kilomètres.,23,2,5,3,0,il y a|soixante-quinze|kilomètres,
C'est quelle route?,23,3,3,4,0,c'est|quelle|route|quelle route,
Route.,23,2,1,0,28,,c'est quelle route|quelle route|quelle est la route|quelle est la route de paris|ce n'est pas la route de paris
Quelle route?,23,2,2,2,6,quelle|route,c'est quelle route|quelle est la route|quelle est la route de paris|quelle est la route pour aller à paris|quelle est la bonne route
"C'est quelle route, s'il vous plaît?",23,1,6,7,0,vous|s'il vous plaît|plaît|vous plaît|s'il,
Quelle est la route?,23,5,4,4,4,est|quelle|route|quelle route,"quelle est la route de paris|quelle est la route pour aller à paris|quelle est la bonne route|maintenant, quelle est la route de paris"
Quelle est la route de Paris?,23,4,6,6,1,est|quelle|route|quelle route|quelle est la route,"maintenant, quelle est la route de paris"
"Paris, c'est loin.",23,1,3,3,0,c'est|c'est loin|loin,
C'est tout droit.,23,5,3,3,1,c'est|droit|tout droit,"non, c'est tout droit"
Droit.,23,3,1,0,9,,"c'est tout droit|tout droit|oui, tout droit|ce n'est pas tout droit|ou tout droit"
Tout droit.,23,7,2,1,8,droit,"c'est tout droit|oui, tout droit|ce n'est pas tout droit|ou tout droit|à gauche ou tout droit"
Ce n'est pas la route de Paris.,23,2,7,4,0,pas|ce|route|la route de paris,
La route est là-bas.,23,1,4,3,0,est|là-bas|route,
"Oui, c'est la route.",23,1,4,2,0,c'est|route,
La route de Paris.,23,2,4,1,5,route,"quelle est la route de paris|ce n'est pas la route de paris|prenez la route de paris|c'est la route de paris|maintenant, quelle est la route de paris"
Combien de litres d'essence voulez-vous?,23,1,5,3,0,combien|voulez-vous|combien de litres voulez-vous,
Vous voulez combien de litres d'essence?,23,1,6,5,0,vous|vous voulez|voulez|combien|vous voulez combien de litres,
Pas trop.,23,1,2,1,3,pas,ce n'est pas trop cher|n'allez pas trop vite|et ne parlez pas trop vite
Mettez trente litres.,23,1,3,1,0,mettez,
Soixante-dix-huit.,23,2,1,0,0,,
Ce n'est pas loin.,23,2,4,3,0,pas|ce|loin,
"Est-ce que c'est la route de Paris, s'il vous plaît?",23,2,10,8,0,vous|est-ce que|s'il vous plaît|plaît|vous plaît,
"Oui, tout droit.",23,1,3,2,0,droit|tout droit,
Assez pour soixante-quinze kilomètres?,23,1,4,3,0,assez|soixante-quinze|kilomètres,
"Oui, si la voiture est petite.",23,2,6,4,0,si|est|voiture|la voiture,
Paris n'est pas très loin.,23,2,5,5,0,pas|très|loin|pas très loin|paris n'est pas loin,
"Tout droit, Monsieur.",23,1,3,1,0,monsieur,
N'allez pas trop vite.,23,2,4,3,0,pas|vite|pas trop,
Ce n'est vraiment pas beau.,23,2,5,5,0,pas|ce|vraiment|pas vraiment|beau,
"Non, mais c'est joli.",23,1,4,3,0,mais|c'est|joli,
Joli.,23,1,1,0,1,,"non, mais c'est joli"
Aller à l'école.,23,1,3,0,0,,
Nous ne sortons pas aujourd'hui.,23,1,5,3,0,ne|pas|aujourd'hui,
Vendons tout ce qu'on voit.,23,2,5,1,0,ce,
Ce qu'elle apprend n'est pas bien.,23,2,6,3,0,pas|bien|ce,
"D'accord, mais ce que vous dites non plus.",23,2,8,5,0,vous|non|mais|ce|plus,
Robert n'a pas tout à fait compris.,23,1,7,1,0,pas,
Encore le téléphone!,23,1,3,0,0,,
Qu'est-ce qui veut répondre?,23,1,4,1,0,qui,
"Nouveau? Non, c'est vieux.",23,1,4,1,0,c'est,
Il y a beaucoup de monde.,23,1,6,1,0,il y a,
Elle les estime beaux.,23,1,4,0,0,,
"Au juste, la journée fut chaude.",23,1,6,1,0,au,
Achetez-moi un nouveau manteau.,23,1,4,0,0,,
Je vais en France.,24,1,4,2,1,je|je vais,je vais en france avec ma famille
Je vais en France avec ma famille.,24,1,7,6,0,je|avec|je vais|ma famille|je vais en france,
Est-ce que l'essence est chère en France?,24,1,7,2,0,est-ce que|est,
"Oui, l'essence est chère en France.",24,1,6,1,0,est,
C'est combien?,24,1,2,2,2,c'est|combien,"en dollars, c'est combien|c'est combien une bière"
Six francs le litre.,24,1,4,1,0,six francs,
Vous voulez combien de litres?,24,1,5,4,1,vous|vous voulez|voulez|combien,vous voulez combien de litres d'essence
Combien de litres voulez-vous?,24,1,4,2,1,combien|voulez-vous,combien de litres d'essence voulez-vous
Mettez quarante litres.,24,1,3,1,0,mettez,
Pas très loin.,24,1,3,3,1,pas|très|loin,paris n'est pas très loin
Soixante-cinq kilomètres.,24,1,2,1,0,kilomètres,
Quelle est la route pour aller à Paris?,24,1,8,7,0,est|quelle|route|quelle route|quelle est la route,
Pour aller à Paris.,24,1,4,1,1,à paris,quelle est la route pour aller à paris
Il y a soixante-dix kilomètres.,24,3,5,4,0,il y a|soixante-dix kilomètres|soixante-dix|kilomètres,
"Non, soixante-quinze.",24,1,2,1,0,soixante-quinze,
Mettez de l'essence.,24,1,3,2,0,de l'essence|mettez,
"Merci, c'est assez.",24,1,3,2,0,c'est|assez,
Prenez la route de Paris.,24,1,5,3,0,prenez|route|la route de paris,
Vous prenez.,24,1,2,2,1,prenez|vous,si vous prenez la bonne route
